,Report Author,Source,Short Source,U5 Population ('000s)
124,Ministry of Planning.,"Socio economic survey of Cambodia 1996: Volume 1, summary results. National Institute of Statistics. Phnom Penh, Cambodia, 1997 (and additional analysis).",Other,1750.738
125,"National Institute of Statistics, Directorate General for Health [Cambodia], and ORC Macro.","Cambodia demographic and health survey 2000. Demographic and Health Surveys. Phnom Penh, Cambodia, and Calverton, Maryland, USA: National Institute of Statistics, Directorate General for Health, and ORC Macro, 2001 (and additional analysis).",DHS,1575.054
126,"National Institute of Public Health, National Institute of Statistics [Cambodia] and ORC Macro.","Cambodia demographic and health survey 2005. Demographic and Health Surveys. Phnom Penh, Cambodia and Calverton, Maryland, USA: National Institute of Public Health, National Institute of Statistics and ORC Macro, 2006 (and additional analysis).",DHS,1531.751
127,"National Institute of Statistics, Ministry of Planning and UNICEF Cambodia.","Cambodia anthropometrics survey 2008. Phnom Penh, Cambodia: National Institute of Statistics, Ministry of Planning and UNICEF Cambodia, 2009 (and additional analysis).",Other,1621.344
128,"National Institute of Statistics, Directorate General for Health, and ICF Macro.","Cambodia demographic and health survey 2010. Demographic and Health Surveys. Phnom Penh, Cambodia and Calverton, Maryland, USA: National Institute of Statistics, Directorate General for Health, and ICF Macro, 2011 (and additional analysis).",DHS,1672.089
129,"National Institute of Statistics, Ministry of Health, ICF International.","Cambodia Demographic and Health Survey 2014. Phnom Penh, Cambodia, and Rockville, Maryland, USA: National Institute of Statistics, Directorate General for Health, and ICF International (and additional analysis)",DHS,1758.997
130,"BalÃ©pa M, Fotso M, BarrÃ¨re B.","EnquÃªte dÃ©mographique et de santÃ© Cameroun, 1991. Demographic and Health Surveys. YaoundÃ©, RÃ©publique du Cameroun, 1992 (and additional analysis).",DHS,2249.394
131,"Fotso M, Ndonou R, LibitÃ© PR, Tsafack M, Wakou R, Ghapoutsa A, et al.","Enquete dÃ©mographique et de santÃ©, Cameroun 1998. Demographic and Health Surveys. Calverton, Maryland, U.S.A. : Bureau Central des Recensements et des Ã‰tudes de Population et Macro International Inc., 1999 (and additional analysis).",DHS,2549.514
132,Institut National de la Statistique (INS) et ORC Macro.,"EnquÃªte dÃ©mographique et de santÃ© du Cameroun 2004. Demographic and Health Surveys. Calverton, Maryland, USA: INS et ORC Macro, 2004 (and additional analysis).",DHS,2951.589
133,Institut National de la Statistique et UNICEF.,"Cameroun: Suivi de la situation des enfants et des femmes. EnquÃªte par grappee Ã  indicateurs multiples 2006. Rapport principal. YaoundÃ©, Cameroun: Institut National de la Statistique et UNICEF, 2008 (and additional analysis).",MICS,3140.007
134,Institut National de la Statistique (INS) et ICF International.,"EnquÃªte dÃ©mographique et de santÃ© et Ã  indicateurs multiples du Cameroun 2011. Demographic and Health Surveys and MICS. Calverton, Maryland, USA : INS et ICF International, 2012 (and additional analysis)",DHS,3545.138
135,Institut National de la Statistique.,"EnquÃªte par grappes Ã  indicateurs multiples (MICS5), 2014, Rapport Final. YaoundÃ©, Cameroun, Institut National de la Statistique (and additional analysis)",MICS,3756.345
136,"Institut National de la Statistique (INS), et ICF","EnquÃªte DÃ©mographique et de SantÃ© du Cameroun 2018. Indicateurs ClÃ©s. YaoundÃ©, Cameroun, et Rockville, Maryland, USA : INS et ICF",DHS,4003.013
137,"Shields M, Tremblay MS.","Canadian childhood obesity estimates based on WHO, IOTF and CDC cut-points. International Journal of Pediatric Obesity 2010;5:265-73.",Other,1697.603
138,"Ndamobissi R, Mboup G, NguÃ©lÃ©bÃ© EO.","EnquÃªte demographique et de santÃ© RÃ©publique Centrafricaine 1994-95. Demographic and Health Surveys. Calverton, Maryland, USA: Direction des Statistiques DÃ©mographiques et Sociales et Macro Inc., 1995 (and additional analysis).",DHS,528.307
139,"MinistÃ¨re de Plan et de la Cooperation Internationale, Division des Statistiques et des Etudes Economiques, Bureau Central du Recensement and UNICEF.","EnquÃªte Ã  indicateurs mutliples - MICS 2000. Rapport Final. Bangui, RÃ©publique Centrafricaine: BBA editions, 2001 (and additional analysis).",MICS,612.987
140,"MinistÃ¨re du Plan, de l'Economie et de la CoopÃ©ration International, Institut Centrafricain des Statistiques et des Etudes Economiques et Sociales.","Suivi de la situation des enfants et des femmes. MICS-3 RÃ©sultats de l'enquÃªte nationale Ã  indicateurs multiples couplÃ©e avec la sÃ©rologie VIH et enÃ©mie en RCA 2006. Bangui, Republique Centrafricaine: ICASEES, 2009 (and additional analysis).",MICS,699.11
141,"Institut Centrafricain des Statistiques, et des Etudes Economiques et Sociales (ICASEES).","Suivi de la situation des enfants, des femmes et des hommes. EnquÃªte par grappes Ã  indicateurs multiples - MICS couplÃ©e avec la sÃ©rologie VIH, RCA, 2010: Rapport final. Bangui, RCA: ICASEES, 2012 (and additional analysis)",MICS,731.905
142,"ICASEES, MinistÃ¨re du Plan et de l'Economie, MinistÃ¨re de la SantÃ© Publique, de la Population et de la Lutte contre le Sida","Enquete Nationale Sur La Situation Nutritionnelle et la MortalitÃ© en Republique Centrafricaine, Rapport Finale du 30 Mai au 15 Juillet 2012 (and additional analysis)",SMART,739.462
143,Ministere de la Sante et de la Population; Ministere de l'Economie du Plan et de la Cooperation,"Enquete Nationale sur la Situation Nutritionnelle et la Mortalite en Republique Centrafricaine, 2018",SMART,727.432
144,"Ougadjio, Bandoumal, Nodjimadji K, Ngonirir JN, Ngakoutou N, IgnÃ©gongba K et al.","EnquÃªte dÃ©mographique et de santÃ©, Tschad 1996-97. Demographic and Health Surveys. Calverton, Maryland, USA: Bureau Central du Recensement et Macro International Inc., 1998 (and additional analysis).",DHS,1518.078
145,"Republique de Tchad, MinistÃ¨re de la Promotion Economique et du Developpement et UNICEF (Tchad).","EnquÃªte par grappes Ã  indicateurs multiples: Rapport complet (MICS). N'Djamena: Direction Generale, Direction de la Statistique, des Etudes Economiques et Demographiques, Bureau Central de Recensement et UNICEF,January 2001 (and additional analysis).",MICS,1688.335
146,"Ouagadjio, Bandoumal, Nodjimadji K, Bagamla T, Madnodji R, Sibaye J, et al.","EnquÃªte dÃ©mographique et de santÃ© Tchad 2004. Demographic and Health Surveys. Calverton, Maryland, U.S.A. : INSEED et ORC Macro, 2005 (and additional analysis).",DHS,1957.936
147,"MinistÃ¨re du Plan, de l'Economie et de la CoopÃ©ration Internationale, Institut National de la Statistique, des Ã‰tudes Ã‰conomiques et DÃ©mographiques.","EnquÃªte par grappes Ã  indicateurs multiples (MICS), Tchad 2010: Rapport final. N'Djamena, RÃ©publique du Tchad, 2011 (and additional analysis)",MICS,2324.09
148,"Institut National de la Statistique, des Ã‰tudes Ã‰conomiques et DÃ©mographiques (INSEED), MinistÃ¨re de la SantÃ© Publique (MSP) et ICF International.","EnquÃªte DÃ©mographique et de SantÃ© et Ã  Indicateurs Multiples du Tchad 2014-2015. Rockville, Maryland, USA: INSEED, MSP et ICF International, 2016 (and additional analysis)",DHS,2633.013
149,"Ministerio de Salud, SISVAN.","Estado nutricional de la poblacion infantil, 1986. Santiago, Republica de Chile, 1987 (and additional analysis).",Other,1322.604
150,Ministerio de Salud.,"National health service system. Santiago: Nutrition Unit, 1994 (and additional analysis).",Surveillance,1467.634
151,Ministerio de Salud.,"National health service system. Santiago, Chile, December 1995 (and additional analysis).",Surveillance,1459.639
152,Ministerio de Salud.,"National health service system. Santiago, Chile, 1997 (and additional analysis).",Surveillance,1446.074
153,Ministerio de Salud.,"Boletin anual de vigilancia nutricional, aÃ±o 1998. Departamento Coordinacion e Informatica. Santiago, Republica de Chile, 1999 (and additional analysis).",Surveillance,1389.133
154,Ministerio de Salud.,"Boletin anual de vigilancia nutricional, aÃ±o 1999. Departamento Coordinacion e Informatica. Santiago, Republica de Chile, 2000 (and additional analysis).",Surveillance,1355.302
155,"Ministerio de Salud, Departamento de Estadisticas e Informacion.","National health service system. Santiago, Chile, 2002 (and additional analysis).",Surveillance,1279.623
156,"Ministerio de Salud, Departamento de Estadisticas e Informacion.","National health service system. Santiago, Chile, 2003 (and additional analysis).",Surveillance,1250.46
157,"Ministerio de Salud, Departamento de EstadÃ­sticas e InformaciÃ³n de Salud.","National health service system. Santiago, Chile, 2005. http://deis.minsal.cl/ev/en/ capturado el 9 de junio 2005 (and additional analysis).",Surveillance,1232.375
158,"Ministerio de Salud, Departamento de EstadÃ­sticas e InformaciÃ³n de Salud.","National health service system. Santiago, Chile, 2005. http://deis.minsal.cl/ev/en/ capturado el 9 de junio 2005 (and additional analysis).",Surveillance,1220.303
159,"Ministerio de Salud, Departamento de EstadÃ­sticas e InformaciÃ³n de Salud.","National health service system. Santiago, Chile, 2006. http://deis.minsal.cl/ev/en/ (and additional analysis).",Surveillance,1208.005
160,Atalah E.,"Ministerio de Salud. National Health Service System. Santiago, Chile, December 2007 (www.minsal.cl).",Surveillance,1209.337
161,Atalah E.,"Ministerio de Salud. National Health Service System. Santiago, Chile, December 2008 (www.minsal.cl).",Surveillance,1213.015
162,"Ministerio de Salud, Departamento de Alimentos y Nutricion, Departamento de Estadistica e Informacion (DEIS/Minsal).","National health service system: 2013. Santiago, Chile, 2014 (and additional analysis).",Surveillance,1247.696
163,"Ministerio de Salud, Departamento de Alimentos y Nutricion, Departamento de Estadistica e Informacion (DEIS/Minsal).","National health service system: 2014. Santiago, Chile, 2015 (and additional analysis).",Surveillance,1245.002
164,Institute of Nutrition and Food Hygiene.,"The third national growth and development survey of children in China, 1987 (and additional analysis).",Other,119337.771
165,"Chen Chunming, He Wu, Wang Yuying.","Nutritional status of children aged 0-5 years old in China (1990) - National surveillance system in 7 provinces. Beijing, China: Chinese Center for Disease Control and Prevention, 2010.",Surveillance,132966.782
166,Guansheng Ma.,"The dietary and nutritional status of Chinese population: 1992 national nutrition survey. Beijing: Institute of Nutrition and Food Hygiene, 1995 (and additional analysis).",NNS,130485.494
167,"Chen Chunming, He Wu, Wang Yuying.","Nutritional status of children aged 0-5 years old in China (1995) - National surveillance system in 7 provinces. Beijing, China: Chinese Center for Disease Control and Prevention, 2010.",Surveillance,100534.92
168,"Chen Chunming, He Wu, Wang Yuying.","Nutritional status of children aged 0-5 years old in China (1998) - National (40 nutrition surveillance sites from 26 provinces). Beijing, China: Chinese Center for Disease Control and Prevention, 2010.",Surveillance,85061.969
169,"Chen Chunming, He Wu, Wang Yuying.","Nutritional status of children aged 0-5 years old in China (2000) - National (40 nutrition surveillance sites from 26 provinces). Beijing, China: Chinese Center for Disease Control and Prevention, 2010.",Surveillance,88692.597
170,"Yang X, Wang Z, He Y, Yu W, Hu Y, Zhai F.",[Trends and prevalence of malnutrition among Chinese children under five years old.] Acta Nutrimenta Sinica 2005;25:185-88 (and additional analysis).,Surveillance,91696.558
171,"Chen Chunming, He Wu, Wang Yuying.","Nutritional status of children aged 0-5 years old in China (2005) - National (40 nutrition surveillance sites from 26 provinces). Beijing, China: Chinese Center for Disease Control and Prevention, 2010.",Surveillance,83125.614
172,"Chen Chunming, He Wu, Wang Yuying.","Nutritional status of children aged 0-5 years old in China (2008) - National (26 nutrition surveillance sites from rural areas). Beijing, China: Chinese Center for Disease Control and Prevention, 2010.",Surveillance,82746.941
173,"Chen Chunming, He Wu, Wang Yuying.","Nutrition and rapid economic development - 2010 research report on nutrition policy in China. Beijing, China: Chinese Center for Disease Control and Prevention, 2010 (and additional analysis).",Other,83852.351
174,"Chen Chunming, He Wu, Wang Yuying.","Nutritional status of children aged 0-5 years old in China (2010) - National (38 nutrition surveillance sites from 25 provinces). Beijing, China: Chinese Center for Disease Control and Prevention, 2012 (and additional analysis).",Surveillance,84639.255
175,"National Center for Nutrition and Health, Chinese Center for Disease Control and Prevention",China Nutrition and Health Surveillance (CNHS) 2013,Other,86717.349
176,Ministerio de Salud.,"Tercera encuesta nacional de prevalencia del uso de anticonceptivos y primera de demografia y salud, 1986. Demographic and Health Surveys. Institute for Resource Development. Bogota, Colombia, 1988 (and additional analysis).",DHS,4056.29
177,"Mora JO, de Paredes B, de Navarro L, Rodriguez E.",Consistent improvement in the nutritional status of Colombian children between 1965 and 1989. Bulletin of PAHO 1992;26:1-13 (and additional analysis).,Other,4152.114
178,"PROFAMILIA, Macro International Inc.","Encuesta nacional de demografia y salud 1995. Demographic and Health Surveys. Bogota, Colombia, 1995 (and additional analysis).",DHS,4440.145
179,"Ojeda G, OrdoÃ±ez M, Ochoa LH.","Salud sexual y reproductiva en Colombia, encuesta nacional de demografia y salud 2000. Demographic and Health Surveys. Bogota, Colombia: PROFAMILIA, 2000 (and additional analysis).",DHS,4355.54
180,"Ojeda G, OrdoÃ±ez M, Hernando Ochoa L.","Resultados encuesta nacional de demografia y salud 2005. Demographic and Health Surveys. Bogota, Colombia: Profamilia y Macro International Inc., 2005 (and additional analysis).",DHS,4247.488
